from;to;tipo;cite
br-secretaria-de-governo-digital;br-ministerio-da-gestao;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-relacoes-de-trabalho;br-ministerio-da-gestao;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-servicos-compartilhados;br-ministerio-da-gestao;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-do-patrimonio-da-uniao;br-ministerio-da-gestao;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-igualdade-racial;br-ministerio-da-igualdade-racial;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-gestao-do-sistema-nacional-de-promocao-da-igualdade-racial;br-ministerio-da-igualdade-racial;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-polit-p-quilombolas-povos-e-comunidades-tradic-de-mat-africana-povos-de-terreiros-e-ciganos;br-ministerio-da-igualdade-racial;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-politicas-de-acoes-afirmativas-combate-e-superacao-do-racismo;br-ministerio-da-igualdade-racial;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-integracao;br-ministerio-da-integracao-e-do-desenvolvimento-regional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-fundos-e-instrumentos-financeiros;br-ministerio-da-integracao-e-do-desenvolvimento-regional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-politicas-de-desenvolvimento-regional-e-territorial;br-ministerio-da-integracao-e-do-desenvolvimento-regional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-protecao-e-defesa-civil;br-ministerio-da-integracao-e-do-desenvolvimento-regional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-seguranca-hidrica;br-ministerio-da-integracao-e-do-desenvolvimento-regional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-justica;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-acesso-a-justica;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-assuntos-legislativos;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-direitos-digitais;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-justica;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-politicas-penais;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-politicas-sobre-drogas-e-gestao-de-ativos;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-seguranca-publica;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-do-consumidor;br-ministerio-da-justica-e-seguranca-publica;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-pesca;br-ministerio-da-pesca-e-aquicultura;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-aquicultura;br-ministerio-da-pesca-e-aquicultura;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-pesca-artesanal;br-ministerio-da-pesca-e-aquicultura;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-pesca-industrial-amadora-e-esportiva;br-ministerio-da-pesca-e-aquicultura;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-registro-monitoramento-e-pesquisa-da-pesca-e-aquicultura;br-ministerio-da-pesca-e-aquicultura;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-previdencia;br-ministerio-da-previdencia-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-regime-geral-de-previdencia-social;br-ministerio-da-previdencia-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-regime-proprio-e-complementar;br-ministerio-da-previdencia-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-saude;br-ministerio-da-saude;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-atencao-especializada-a-saude;br-ministerio-da-saude;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-atencao-primaria-a-saude;br-ministerio-da-saude;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-ciencia-tecnologia-e-inovacao-em-saude;br-ministerio-da-saude;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-gestao-do-trabalho-e-da-educacao-na-saude;br-ministerio-da-saude;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-informacao-e-saude-digital;br-ministerio-da-saude;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-saude-indigena;br-ministerio-da-saude;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-vigilancia-em-saude-e-ambiente;br-ministerio-da-saude;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-cidades;br-ministerio-das-cidades;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-desenvolvimento-urbano-e-metropolitano;br-ministerio-das-cidades;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-habitacao;br-ministerio-das-cidades;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-mobilidade-urbana;br-ministerio-das-cidades;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-periferias;br-ministerio-das-cidades;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-saneamento-ambiental;br-ministerio-das-cidades;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-comunicacoes;br-ministerio-das-comunicacoes;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-radiodifusao;br-ministerio-das-comunicacoes;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-telecomunicacoes;br-ministerio-das-comunicacoes;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-mulheres;br-ministerio-das-mulheres;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-articulacao-intersetorial-e-interfederativa-e-participacao-politica;br-ministerio-das-mulheres;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-autonomia-economica-e-politica-de-cuidados;br-ministerio-das-mulheres;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-enfrentamento-a-violencia-contra-mulheres;br-ministerio-das-mulheres;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-controle-interno-itamaraty;br-ministerio-das-relacoes-exteriores;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-geral-das-relacoes-exteriores;br-ministerio-das-relacoes-exteriores;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-minas-e-energia;br-ministerio-de-minas-e-energia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-energia-eletrica;br-ministerio-de-minas-e-energia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-geologia-mineracao-e-transformacao-mineral;br-ministerio-de-minas-e-energia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-petroleo-gas-natural-e-biocombustiveis;br-ministerio-de-minas-e-energia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-transicao-energetica-e-planejamento;br-ministerio-de-minas-e-energia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-portos-e-aeroportos;br-ministerio-de-portos-e-aeroportos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-aviacao-civil;br-ministerio-de-portos-e-aeroportos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-hidrovias-e-navegacao;br-ministerio-de-portos-e-aeroportos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-portos;br-ministerio-de-portos-e-aeroportos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-desenvolvimento-agrario;br-ministerio-do-desenvolvimento-agrario;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-abastecimento-cooperativismo-e-soberania-alimentar;br-ministerio-do-desenvolvimento-agrario;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-agricultura-familiar-e-agroecologia;br-ministerio-do-desenvolvimento-agrario;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-governanca-fundiaria-desenvolvimento-territorial-e-socioambiental;br-ministerio-do-desenvolvimento-agrario;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-territorios-e-sistemas-produtivos-quilombolas-e-tradicionais;br-ministerio-do-desenvolvimento-agrario;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-industria-e-comercio;br-ministerio-do-desenvolvimento-industria-comercio-e-servicos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-competitividade-e-politica-regulatoria;br-ministerio-do-desenvolvimento-industria-comercio-e-servicos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-comercio-exterior;br-ministerio-do-desenvolvimento-industria-comercio-e-servicos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-desenvolvimento-industrial-inovacao-comercio-e-servicos;br-ministerio-do-desenvolvimento-industria-comercio-e-servicos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-economia-verde-descarbonizacao-e-bioindustria;br-ministerio-do-desenvolvimento-industria-comercio-e-servicos;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-desenvolvimento-social;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-extraordinaria-de-combate-a-pobreza-e-a-fome;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-da-politica-de-cuidados-e-familia;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-assistencia-social;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-beneficios-assistenciais;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-integracao-e-articulacao-de-plataformas-sociais-eletronicas;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-renda-de-cidadania;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-seguranca-alimentar-e-nutricional;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-avaliacao-gestao-da-informacao-e-cadastro-unico;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-inclusao-socioeconomica;br-ministerio-do-desenvolvimento-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-empreendedorismo;br-ministerio-do-empreendedorismo;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-ambiente-de-negocios;br-ministerio-do-empreendedorismo;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-inclusao-socioprodutiva-artesanato-e-microempreendedor-individual;br-ministerio-do-empreendedorismo;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-esporte;br-ministerio-do-esporte;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-extraordinaria-da-copa-do-mundo-de-futebol-feminino-2027;br-ministerio-do-esporte;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-apostas-esportivas-e-de-desenvolvimento-economico-do-esporte;br-ministerio-do-esporte;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-esporte-amador-educacao-lazer-e-inclusao-social;br-ministerio-do-esporte;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-excelencia-esportiva;br-ministerio-do-esporte;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-futebol-e-defesa-dos-direitos-do-torcedor;br-ministerio-do-esporte;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-paradesporto;br-ministerio-do-esporte;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-meio-ambiente;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-extraordinaria-de-controle-do-desmatamento-e-ordenamento-ambiental-territorial;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-biodiversidade-florestas-e-direitos-animais;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-bioeconomia;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-meio-ambiente-urbano-recursos-hidricos-e-qualidade-ambiental;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-mudanca-do-clima;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-povos-e-comunidades-tradicionais-e-desenvolvimento-rural-sustentavel;br-ministerio-do-meio-ambiente-e-mudanca-do-clima;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-planejamento;br-ministerio-do-planejamento-e-orcamento;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-planejamento;br-ministerio-do-planejamento-e-orcamento;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-articulacao-institucional;br-ministerio-do-planejamento-e-orcamento;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-assuntos-internacionais-e-desenvolvimento;br-ministerio-do-planejamento-e-orcamento;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-monitoramento-e-avaliacao-de-politicas-publicas;br-ministerio-do-planejamento-e-orcamento;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-orcamento-federal;br-ministerio-do-planejamento-e-orcamento;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-trabalho;br-ministerio-do-trabalho-e-emprego;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-economia-popular-e-solidaria;br-ministerio-do-trabalho-e-emprego;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-qualificacao-emprego-e-juventude;br-ministerio-do-trabalho-e-emprego;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-inspecao-do-trabalho;br-ministerio-do-trabalho-e-emprego;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-protecao-ao-trabalhador;br-ministerio-do-trabalho-e-emprego;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-relacoes-do-trabalho;br-ministerio-do-trabalho-e-emprego;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-turismo;br-ministerio-do-turismo;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-infraestrutura-credito-e-investimentos-no-turismo;br-ministerio-do-turismo;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-politicas-de-turismo;br-ministerio-do-turismo;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-direitos-humanos;br-ministerio-dos-direitos-humanos-e-da-cidadania;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-promocao-e-defesa-dos-direitos-humanos;br-ministerio-dos-direitos-humanos-e-da-cidadania;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-dos-direitos-da-crianca-e-do-adolescente;br-ministerio-dos-direitos-humanos-e-da-cidadania;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-dos-direitos-da-pessoa-idosa;br-ministerio-dos-direitos-humanos-e-da-cidadania;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-dos-direitos-da-pessoa-com-deficiencia;br-ministerio-dos-direitos-humanos-e-da-cidadania;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-dos-direitos-das-pessoas-lgbtqia;br-ministerio-dos-direitos-humanos-e-da-cidadania;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-povos-indigenas;br-ministerio-dos-povos-indigenas;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-articulacao-e-promocao-de-direitos-indigenas;br-ministerio-dos-povos-indigenas;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-direitos-territoriais-indigenas;br-ministerio-dos-povos-indigenas;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-gestao-ambiental-e-territorial-indigena;br-ministerio-dos-povos-indigenas;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-transportes;br-ministerio-dos-transportes;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-transporte-ferroviario;br-ministerio-dos-transportes;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-transporte-rodoviario;br-ministerio-dos-transportes;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-transito;br-ministerio-dos-transportes;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-cc-pr;br-casa-civil;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-especial-de-analise-governamental;br-casa-civil;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-especial-do-programa-de-aceleracao-do-crescimento;br-casa-civil;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-especial-do-programa-de-parcerias-de-investimentos;br-casa-civil;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-especial-para-assuntos-juridicos;br-casa-civil;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-articulacao-e-monitoramento;br-casa-civil;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-gsi-pr;br-gabinete-de-seguranca-institucional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-acompanhamento-e-gestao-de-assuntos-estrategicos;br-gabinete-de-seguranca-institucional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-coordenacao-e-assuntos-aeroespaciais;br-gabinete-de-seguranca-institucional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-seguranca-presidencial;br-gabinete-de-seguranca-institucional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-seguranca-da-informacao-e-cibernetica;br-gabinete-de-seguranca-institucional;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-secom-pr;br-secretaria-de-comunicacao-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-comunicacao-institucional;br-secretaria-de-comunicacao-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-estrategias-e-redes;br-secretaria-de-comunicacao-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-imprensa;br-secretaria-de-comunicacao-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-politicas-digitais;br-secretaria-de-comunicacao-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-producao-e-divulgacao-de-conteudo-audiovisual;br-secretaria-de-comunicacao-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-de-publicidade-e-patrocinios;br-secretaria-de-comunicacao-social;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-sri-pr;br-secretaria-de-relacoes-institucionais;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-especial-de-acompanhamento-governamental;br-secretaria-de-relacoes-institucionais;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-especial-de-assuntos-federativos;br-secretaria-de-relacoes-institucionais;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-especial-de-assuntos-parlamentares;br-secretaria-de-relacoes-institucionais;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-sg;br-secretaria-geral-da-presidencia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-dialogos-sociais-e-articulacao-de-politicas-publicas;br-secretaria-geral-da-presidencia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-juventude;br-secretaria-geral-da-presidencia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-participacao-social;br-secretaria-geral-da-presidencia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-nacional-de-relacoes-politico-sociais;br-secretaria-geral-da-presidencia;integra;"Lei 14.600/2023; decreto de estrutura do ministério"
br-secretaria-executiva-cgu-secretario;br-secretaria-executiva-cgu;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-cgu-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-federal-de-controle-interno-secretario;br-secretaria-federal-de-controle-interno;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-federal-de-controle-interno-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-nacional-de-transparencia-e-acesso-a-informacao-secretario;br-secretaria-nacional-de-transparencia-e-acesso-a-informacao;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-nacional-de-transparencia-e-acesso-a-informacao-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-integridade-privada-secretario;br-secretaria-de-integridade-privada;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-integridade-privada-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-integridade-publica-secretario;br-secretaria-de-integridade-publica;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-integridade-publica-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-agricultura-secretario;br-secretaria-executiva-agricultura;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-agricultura-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-comercio-e-relacoes-internacionais-secretario;br-secretaria-de-comercio-e-relacoes-internacionais;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-comercio-e-relacoes-internacionais-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-defesa-agropecuaria-secretario;br-secretaria-de-defesa-agropecuaria;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-defesa-agropecuaria-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-desenvolvimento-rural-secretario;br-secretaria-de-desenvolvimento-rural;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-desenvolvimento-rural-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-politica-agricola-secretario;br-secretaria-de-politica-agricola;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-politica-agricola-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-ciencia-e-tecnologia-secretario;br-secretaria-executiva-ciencia-e-tecnologia;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-executiva-ciencia-e-tecnologia-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-ciencia-e-tecnologia-para-transformacao-digital-secretario;br-secretaria-de-ciencia-e-tecnologia-para-transformacao-digital;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-ciencia-e-tecnologia-para-transformacao-digital-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-ciencia-e-tecnologia-para-o-desenvolvimento-social-secretario;br-secretaria-de-ciencia-e-tecnologia-para-o-desenvolvimento-social;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-ciencia-e-tecnologia-para-o-desenvolvimento-social-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-desenvolvimento-tecnologico-e-inovacao-secretario;br-secretaria-de-desenvolvimento-tecnologico-e-inovacao;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-desenvolvimento-tecnologico-e-inovacao-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-de-politicas-e-programas-estrategicos-secretario;br-secretaria-de-politicas-e-programas-estrategicos;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-presidente-da-republica;br-secretaria-de-politicas-e-programas-estrategicos-secretario;nomeia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
br-secretaria-executiva-cultura-secretario;br-secretaria-executiva-cultura;chefia;"Lei 14.600/2023; Decreto 9.727/2019 (critérios para cargos em comissão)"
