id;tipo;subtipo;setor;anel;nome;pai;cite;official_url
br-comissao-de-esporte-do-senado;commission;;legislativo;3;Comissão de Esporte do Senado;br-senado-federal;"CF/88 art. 58; RISF arts. 72-73";https://legis.senado.leg.br/comissoes/comissao?codcol=2615
br-comissao-de-meio-ambiente-do-senado;commission;;legislativo;3;Comissão de Meio Ambiente do Senado;br-senado-federal;"CF/88 art. 58; RISF arts. 72-73";https://legis.senado.leg.br/comissoes/comissao?codcol=50
br-comissao-de-agricultura-e-reforma-agraria-do-senado;commission;;legislativo;3;Comissão de Agricultura e Reforma Agrária do Senado;br-senado-federal;"CF/88 art. 58; RISF arts. 72-73";https://legis.senado.leg.br/comissoes/comissao?codcol=1307
br-comissao-de-seguranca-publica-do-senado;commission;;legislativo;3;Comissão de Segurança Pública do Senado;br-senado-federal;"CF/88 art. 58; RISF arts. 72-73";https://legis.senado.leg.br/comissoes/comissao?codcol=2429
br-comissao-de-transparencia-governanca-fiscalizacao-e-controle-e-defesa-do-consumidor-do-senado;commission;;legislativo;3;Comissão de Transparência, Governança, Fiscalização e Controle e Defesa do Consumidor do Senado;br-senado-federal;"CF/88 art. 58; RISF arts. 72-73";https://legis.senado.leg.br/comissoes/comissao?codcol=1956
br-comissao-de-agricultura-pecuaria-abastecimento-e-desenvolvimento-rural-da-camara;commission;;legislativo;3;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/capadr
br-comissao-de-administracao-e-servico-publico-da-camara;commission;;legislativo;3;Comissão de Administração e Serviço Público da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/casp
br-comissao-de-comunicacao-da-camara;commission;;legislativo;3;Comissão de Comunicação da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/ccom
br-comissao-de-ciencia-tecnologia-e-inovacao-da-camara;commission;;legislativo;3;Comissão de Ciência, Tecnologia e Inovação da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/ccti
br-comissao-de-cultura-da-camara;commission;;legislativo;3;Comissão de Cultura da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/ccult
br-comissao-de-defesa-do-consumidor-da-camara;commission;;legislativo;3;Comissão de Defesa do Consumidor da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cdc
br-comissao-de-desenvolvimento-economico-da-camara;commission;;legislativo;3;Comissão de Desenvolvimento Econômico da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cde
br-comissao-de-direitos-humanos-minorias-e-igualdade-racial-da-camara;commission;;legislativo;3;Comissão de Direitos Humanos, Minorias e Igualdade Racial da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cdhmir
br-comissao-de-desenvolvimento-urbano-da-camara;commission;;legislativo;3;Comissão de Desenvolvimento Urbano da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cdu
br-comissao-de-educacao-da-camara;commission;;legislativo;3;Comissão de Educação da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/ce
br-comissao-do-esporte-da-camara;commission;;legislativo;3;Comissão do Esporte da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cespo
br-comissao-de-fiscalizacao-financeira-e-controle-da-camara;commission;;legislativo;3;Comissão de Fiscalização Financeira e Controle da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cffc
br-comissao-de-industria-comercio-e-servicos-da-camara;commission;;legislativo;3;Comissão de Indústria, Comércio e Serviços da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cics
br-comissao-de-defesa-dos-direitos-da-pessoa-idosa-da-camara;commission;;legislativo;3;Comissão de Defesa dos Direitos da Pessoa Idosa da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cidoso
br-comissao-de-integracao-nacional-e-desenvolvimento-regional-da-camara;commission;;legislativo;3;Comissão de Integração Nacional e Desenvolvimento Regional da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cindre
br-comissao-de-legislacao-participativa-da-camara;commission;;legislativo;3;Comissão de Legislação Participativa da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/clp
br-comissao-de-meio-ambiente-e-desenvolvimento-sustentavel-da-camara;commission;;legislativo;3;Comissão de Meio Ambiente e Desenvolvimento Sustentável da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cmads
br-comissao-de-minas-e-energia-da-camara;commission;;legislativo;3;Comissão de Minas e Energia da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cme
br-comissao-de-defesa-dos-direitos-da-mulher-da-camara;commission;;legislativo;3;Comissão de Defesa dos Direitos da Mulher da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cmulher
br-comissao-de-previdencia-assistencia-social-infancia-adolescencia-e-familia-da-camara;commission;;legislativo;3;Comissão de Previdência, Assistência Social, Infância, Adolescência e Família da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cpasf
br-comissao-de-defesa-dos-direitos-das-pessoas-com-deficiencia-da-camara;commission;;legislativo;3;Comissão de Defesa dos Direitos das Pessoas com Deficiência da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cpd
br-comissao-da-amazonia-e-dos-povos-originarios-e-tradicionais-da-camara;commission;;legislativo;3;Comissão da Amazônia e dos Povos Originários e Tradicionais da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cpovos
br-comissao-de-relacoes-exteriores-e-de-defesa-nacional-da-camara;commission;;legislativo;3;Comissão de Relações Exteriores e de Defesa Nacional da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/credn
br-comissao-de-saude-da-camara;commission;;legislativo;3;Comissão de Saúde da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/csaude
br-comissao-de-seguranca-publica-e-combate-ao-crime-organizado-da-camara;commission;;legislativo;3;Comissão de Segurança Pública e Combate ao Crime Organizado da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cspcco
br-comissao-de-trabalho-da-camara;commission;;legislativo;3;Comissão de Trabalho da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/ctrab
br-comissao-de-turismo-da-camara;commission;;legislativo;3;Comissão de Turismo da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/ctur
br-comissao-de-viacao-e-transportes-da-camara;commission;;legislativo;3;Comissão de Viação e Transportes da Câmara;br-camara-dos-deputados;"CF/88 art. 58; RICD arts. 22 e 32";https://www.camara.leg.br/comissoes/cvt
br-comissao-mista-de-controle-das-atividades-de-inteligencia;commission;;legislativo;3;Comissão Mista de Controle das Atividades de Inteligência;br-congresso-nacional;"CF/88 art. 58; (Resolução nº 2, de 2013-CN - Art. 6º da Lei nº 9.883/1999)";https://www.congressonacional.leg.br/comissoes
br-secretaria-executiva-cgu;department;;executivo;3;Secretaria-Executiva da Controladoria-Geral da União;br-controladoria-geral-da-uniao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cgu/pt-br/acesso-a-informacao/institucional/quem-e-quem/secretaria-federal-de-controle-interno
br-secretaria-federal-de-controle-interno;department;;executivo;3;Secretaria Federal de Controle Interno;br-controladoria-geral-da-uniao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cgu/pt-br/acesso-a-informacao/institucional/quem-e-quem/secretaria-federal-de-controle-interno
br-secretaria-nacional-de-transparencia-e-acesso-a-informacao;department;;executivo;3;Secretaria Nacional de Transparência e Acesso à Informação;br-controladoria-geral-da-uniao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cgu/pt-br/acesso-a-informacao/institucional/quem-e-quem/secretaria-nacional-de-transparencia-e-acesso-a-informacao
br-secretaria-de-integridade-privada;department;;executivo;3;Secretaria de Integridade Privada;br-controladoria-geral-da-uniao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cgu/pt-br/acesso-a-informacao/institucional/quem-e-quem/secretaria-de-integridade-privada
br-secretaria-de-integridade-publica;department;;executivo;3;Secretaria de Integridade Pública;br-controladoria-geral-da-uniao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cgu/pt-br/acesso-a-informacao/institucional/quem-e-quem/secretaria-federal-de-controle-interno
br-secretaria-executiva-agricultura;department;;executivo;3;Secretaria-Executiva do Ministério da Agricultura e Pecuária;br-ministerio-da-agricultura-e-pecuaria;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/agricultura/pt-br/acesso-a-informacao/institucional/quem-e-quem-novo/se/secretaria-executiva-staff
br-secretaria-de-comercio-e-relacoes-internacionais;department;;executivo;3;Secretaria de Comércio e Relações Internacionais;br-ministerio-da-agricultura-e-pecuaria;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/agricultura/pt-br/acesso-a-informacao/institucional/quem-e-quem-novo/scri/staff-e-gabinete
br-secretaria-de-defesa-agropecuaria;department;;executivo;3;Secretaria de Defesa Agropecuária;br-ministerio-da-agricultura-e-pecuaria;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/agricultura/pt-br/acesso-a-informacao/institucional/quem-e-quem-novo/sda/secretaria-de-defesa-agropecuaria-staff-e-gabinete-1
br-secretaria-de-desenvolvimento-rural;department;;executivo;3;Secretaria de Desenvolvimento Rural;br-ministerio-da-agricultura-e-pecuaria;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/agricultura/pt-br/acesso-a-informacao/institucional/quem-e-quem-novo/sdr/staff-e-gabinete
br-secretaria-de-politica-agricola;department;;executivo;3;Secretaria de Política Agrícola;br-ministerio-da-agricultura-e-pecuaria;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/agricultura/pt-br/acesso-a-informacao/institucional/quem-e-quem-novo/spa/staff-e-gabinete
br-secretaria-executiva-ciencia-e-tecnologia;department;;executivo;3;Secretaria-Executiva do Ministério da Ciência, Tecnologia e Inovação;br-ministerio-da-ciencia-tecnologia-e-inovacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mcti/pt-br/composicao/sexec_c/quem-e-quem
br-secretaria-de-ciencia-e-tecnologia-para-transformacao-digital;department;;executivo;3;Secretaria de Ciência e Tecnologia para Transformação Digital;br-ministerio-da-ciencia-tecnologia-e-inovacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mcti/pt-br/composicao/setad_c/quem-e-quem/quem
br-secretaria-de-ciencia-e-tecnologia-para-o-desenvolvimento-social;department;;executivo;3;Secretaria de Ciência e Tecnologia para o Desenvolvimento Social;br-ministerio-da-ciencia-tecnologia-e-inovacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mcti/pt-br/composicao/sexec_c/quem-e-quem
br-secretaria-de-desenvolvimento-tecnologico-e-inovacao;department;;executivo;3;Secretaria de Desenvolvimento Tecnológico e Inovação;br-ministerio-da-ciencia-tecnologia-e-inovacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mcti/pt-br/composicao/sexec_c/quem-e-quem
br-secretaria-de-politicas-e-programas-estrategicos;department;;executivo;3;Secretaria de Políticas e Programas Estratégicos;br-ministerio-da-ciencia-tecnologia-e-inovacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mcti/pt-br/composicao
br-secretaria-executiva-cultura;department;;executivo;3;Secretaria-Executiva do Ministério da Cultura;br-ministerio-da-cultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-de-articulacao-federativa-e-comites-de-cultura;department;;executivo;3;Secretaria de Articulação Federativa e Comitês de Cultura;br-ministerio-da-cultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-de-cidadania-e-diversidade-cultural;department;;executivo;3;Secretaria de Cidadania e Diversidade Cultural;br-ministerio-da-cultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-de-direitos-autorais-e-intelectuais;department;;executivo;3;Secretaria de Direitos Autorais e Intelectuais;br-ministerio-da-cultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-de-economia-criativa;department;;executivo;3;Secretaria de Economia Criativa;br-ministerio-da-cultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-de-fomento-e-incentivo-a-cultura;department;;executivo;3;Secretaria de Fomento e Incentivo à Cultura;br-ministerio-da-cultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-de-formacao-artistica-e-cultural-livro-e-leitura;department;;executivo;3;Secretaria de Formação Artística e Cultural, Livro e Leitura;br-ministerio-da-cultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-do-audiovisual;department;;executivo;3;Secretaria do Audiovisual;br-ministerio-da-cultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-de-controle-interno-defesa;department;;executivo;3;Secretaria de Controle Interno do Ministério da Defesa;br-ministerio-da-defesa;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/defesa/pt-br/composicao/quem-e-quem
br-secretaria-geral;department;;executivo;3;Secretaria-Geral;br-ministerio-da-defesa;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/defesa/pt-br/composicao/quem-e-quem
br-secretaria-executiva-educacao;department;;executivo;3;Secretaria-Executiva do Ministério da Educação;br-ministerio-da-educacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mec/pt-br/composicao
br-secretaria-de-articulacao-intersetorial-e-com-os-sistemas-de-ensino;department;;executivo;3;Secretaria de Articulação Intersetorial e com os Sistemas de Ensino;br-ministerio-da-educacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mec/pt-br/composicao
br-secretaria-de-educacao-basica;department;;executivo;3;Secretaria de Educação Básica;br-ministerio-da-educacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mec/pt-br/composicao
br-secretaria-de-educacao-continuada-alfabetizacao-de-jovens-e-adultos-diversidade-e-inclusao;department;;executivo;3;Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão;br-ministerio-da-educacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mec/pt-br/composicao
br-secretaria-de-educacao-profissional-e-tecnologica;department;;executivo;3;Secretaria de Educação Profissional e Tecnológica;br-ministerio-da-educacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mec/pt-br/composicao
br-secretaria-de-educacao-superior;department;;executivo;3;Secretaria de Educação Superior;br-ministerio-da-educacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mec/pt-br/composicao
br-secretaria-de-gestao-da-informacao-inovacao-e-avaliacao-de-politicas-educacionais;department;;executivo;3;Secretaria de Gestão da Informação, Inovação e Avaliação de Políticas Educacionais;br-ministerio-da-educacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mec/pt-br/composicao
br-secretaria-de-regulacao-e-supervisao-da-educacao-superior;department;;executivo;3;Secretaria de Regulação e Supervisão da Educação Superior;br-ministerio-da-educacao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mec/pt-br/composicao
br-secretaria-executiva-fazenda;department;;executivo;3;Secretaria-Executiva do Ministério da Fazenda;br-ministerio-da-fazenda;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/fazenda/pt-br/composicao/quem-e-quem
br-secretaria-extraordinaria-do-mercado-de-carbono;department;;executivo;3;Secretaria Extraordinária do Mercado de Carbono;br-ministerio-da-fazenda;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/fazenda/pt-br/composicao/quem-e-quem
br-secretaria-de-assuntos-internacionais;department;;executivo;3;Secretaria de Assuntos Internacionais;br-ministerio-da-fazenda;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/fazenda/pt-br/composicao/quem-e-quem
br-secretaria-de-politica-economica;department;;executivo;3;Secretaria de Política Econômica;br-ministerio-da-fazenda;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/fazenda/pt-br/composicao/quem-e-quem
br-secretaria-de-premios-e-apostas;department;;executivo;3;Secretaria de Prêmios e Apostas;br-ministerio-da-fazenda;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/fazenda/pt-br/composicao/quem-e-quem
br-secretaria-de-reformas-economicas;department;;executivo;3;Secretaria de Reformas Econômicas;br-ministerio-da-fazenda;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/fazenda/pt-br/composicao/quem-e-quem
br-secretaria-executiva-gestao;department;;executivo;3;Secretaria-Executiva do Ministério da Gestão e da Inovação em Serviços Públicos;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/ministra-e-orgaos-de-assistencia-direta
br-secretaria-extraordinaria-para-a-transformacao-do-estado;department;;executivo;3;Secretaria Extraordinária para a Transformação do Estado;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/secretaria-extraordinaria-para-a-transformacao-do-estado-sete
br-secretaria-de-coordenacao-e-governanca-das-empresas-estatais;department;;executivo;3;Secretaria de Coordenação e Governança das Empresas Estatais;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/secretaria-de-coordenacao-e-governanca-das-empresas-estatais-sest
br-secretaria-de-gestao-de-pessoas;department;;executivo;3;Secretaria de Gestão de Pessoas;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/secretaria-de-gestao-de-pessoas-sgp
br-secretaria-de-gestao-e-inovacao;department;;executivo;3;Secretaria de Gestão e Inovação;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/secretaria-de-gestao-e-inovacao-seges
br-secretaria-de-governo-digital;department;;executivo;3;Secretaria de Governo Digital;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/secretaria-de-governo-digital-sgd
br-secretaria-de-relacoes-de-trabalho;department;;executivo;3;Secretaria de Relações de Trabalho;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/secretaria-de-relacoes-de-trabalho-srt
br-secretaria-de-servicos-compartilhados;department;;executivo;3;Secretaria de Serviços Compartilhados;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/secretaria-de-servicos-compartilhados-ssc
br-secretaria-do-patrimonio-da-uniao;department;;executivo;3;Secretaria do Patrimônio da União;br-ministerio-da-gestao;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/gestao/pt-br/composicao/quem-e-quem/secretaria-do-patrimonio-da-uniao-spu
br-secretaria-executiva-igualdade-racial;department;;executivo;3;Secretaria-Executiva do Ministério da Igualdade Racial;br-ministerio-da-igualdade-racial;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/igualdaderacial/pt-br/composicao/quem-e-quem
br-secretaria-de-gestao-do-sistema-nacional-de-promocao-da-igualdade-racial;department;;executivo;3;Secretaria de Gestão do Sistema Nacional de Promoção da Igualdade Racial;br-ministerio-da-igualdade-racial;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/igualdaderacial/pt-br/composicao/quem-e-quem
br-secretaria-de-polit-p-quilombolas-povos-e-comunidades-tradic-de-mat-africana-povos-de-terreiros-e-ciganos;department;;executivo;3;Secretaria de Polít. p/ Quilombolas, Povos e Comunidades Tradic de Mat. Africana, Povos de Terreiros e Ciganos;br-ministerio-da-igualdade-racial;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/igualdaderacial/pt-br/composicao/quem-e-quem
br-secretaria-de-politicas-de-acoes-afirmativas-combate-e-superacao-do-racismo;department;;executivo;3;Secretaria de Políticas de Ações Afirmativas, Combate e Superação do Racismo;br-ministerio-da-igualdade-racial;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/igualdaderacial/pt-br/composicao/quem-e-quem
br-secretaria-executiva-integracao;department;;executivo;3;Secretaria-Executiva do Ministério da Integração e do Desenvolvimento Regional;br-ministerio-da-integracao-e-do-desenvolvimento-regional;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mdr/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-nacional-de-fundos-e-instrumentos-financeiros;department;;executivo;3;Secretaria Nacional de Fundos e Instrumentos Financeiros;br-ministerio-da-integracao-e-do-desenvolvimento-regional;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mdr/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-nacional-de-politicas-de-desenvolvimento-regional-e-territorial;department;;executivo;3;Secretaria Nacional de Políticas de Desenvolvimento Regional e Territorial;br-ministerio-da-integracao-e-do-desenvolvimento-regional;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mdr/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-nacional-de-protecao-e-defesa-civil;department;;executivo;3;Secretaria Nacional de Proteção e Defesa Civil;br-ministerio-da-integracao-e-do-desenvolvimento-regional;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mdr/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-nacional-de-seguranca-hidrica;department;;executivo;3;Secretaria Nacional de Segurança Hídrica;br-ministerio-da-integracao-e-do-desenvolvimento-regional;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mdr/pt-br/acesso-a-informacao/institucional/quem-e-quem
br-secretaria-executiva-justica;department;;executivo;3;Secretaria-Executiva do Ministério da Justiça e Segurança Pública;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-executiva
br-secretaria-nacional-de-acesso-a-justica;department;;executivo;3;Secretaria Nacional de Acesso à Justiça;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-de-acesso-a-justica
br-secretaria-nacional-de-assuntos-legislativos;department;;executivo;3;Secretaria Nacional de Assuntos Legislativos;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-nacional-de-assuntos-legislativos
br-secretaria-nacional-de-direitos-digitais;department;;executivo;3;Secretaria Nacional de Direitos Digitais;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-direitos-digitais
br-secretaria-nacional-de-justica;department;;executivo;3;Secretaria Nacional de Justiça;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-nacional-de-justica
br-secretaria-nacional-de-politicas-penais;department;;executivo;3;Secretaria Nacional de Políticas Penais;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-executiva
br-secretaria-nacional-de-politicas-sobre-drogas-e-gestao-de-ativos;department;;executivo;3;Secretaria Nacional de Políticas sobre Drogas e Gestão de Ativos;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-nacional-de-politicas-sobre-drogas
br-secretaria-nacional-de-seguranca-publica;department;;executivo;3;Secretaria Nacional de Segurança Pública;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-nacional-de-seguranca-publica
br-secretaria-nacional-do-consumidor;department;;executivo;3;Secretaria Nacional do Consumidor;br-ministerio-da-justica-e-seguranca-publica;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mj/pt-br/acesso-a-informacao/institucional/sumario/quemequem/secretaria-nacional-do-consumidor
br-secretaria-executiva-pesca;department;;executivo;3;Secretaria-Executiva do Ministério da Pesca e Aquicultura;br-ministerio-da-pesca-e-aquicultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mpa/pt-br/acesso-a-informacao/institucional/quem-e-quem-3/secretaria-executiva/gabinete
br-secretaria-nacional-de-aquicultura;department;;executivo;3;Secretaria Nacional de Aquicultura;br-ministerio-da-pesca-e-aquicultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mpa/pt-br/acesso-a-informacao/institucional/quem-e-quem-3/secretaria-nacional-de-aquicultura/gabinete
br-secretaria-nacional-de-pesca-artesanal;department;;executivo;3;Secretaria Nacional de Pesca Artesanal;br-ministerio-da-pesca-e-aquicultura;"Lei 14.600/2023; decreto de estrutura do ministério";https://www.gov.br/mpa/pt-br/acesso-a-informacao/institucional/quem-e-quem-3/secretaria-executiva/gabinete
